185			0.32105
190			0.3854
195			0.51005
198			0.6455
201			0.86645
203			1.1185
205			1.66
206			2.024
207			2.5555
208			2.7225
209			2.3265
210			2.1435
211			1.7805
212			1.624
213			1.2865
214			1.1405
215			1.0215
217			0.7295
219			0.6348
222			0.4612
225			0.39515
230			0.2974
235			0.24035
